addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
대구광역시 달성군 하빈면 육신사길 64,,4,0,A02,A0201,A02010700,1059641,12,20100714195115,,,,128.4166106288,35.9113509020,6,20231026134811,3,,육신사,42900
강원특별자치도 평창군 미탄면 산너미길 210,,32,,A01,A0101,A01010500,3072030,12,20231129153953,,,,128.4725249550,37.3656134432,6,20231218111902,15,,육십마지기,25380
경기도 양주시 백석읍 기산로471번길 190,,31,0,A02,A0201,A02010800,776575,12,20090811014139,,,,126.9438346751,37.7836589115,6,20230412150119,18,,육지장사(경기),11518
강원특별자치도 삼척시 정상동,,32,0,A01,A0101,A01010400,125598,12,20040224090000,http://tong.visitkorea.or.kr/cms/resource/00/3071200_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3071200_image3_1.jpg,Type3,129.1849950346,37.4357996537,6,20231215150210,4,,육향산,25928
경기도 화성시 남양읍 남양리,,31,0,A02,A0205,A02050200,736717,12,20090520203145,http://tong.visitkorea.or.kr/cms/resource/34/734534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/734534_image3_1.jpg,Type3,126.8263307417,37.2175059177,6,20231108110144,31,,윤계선생순절비,18258
서울특별시 강북구 인수봉로84길 5,(수유동),1,0,A02,A0201,A02010500,2777943,12,20211123190117,http://tong.visitkorea.or.kr/cms/resource/86/2799486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2799486_image2_1.jpg,Type3,127.0109185725,37.6465233067,6,20231205171729,3,,윤극영가옥,01026
서울특별시 종로구 옥인길 57,,1,,A02,A0201,A02010700,2993372,12,20230711153325,,,,126.9656884317,37.5815022773,6,20230717102723,23,,윤동주 하숙집 터,03038
서울특별시 종로구 창의문로 119,(청운동),1,0,A02,A0202,A02020700,2787181,12,20211207185451,,,,126.9671657723,37.5921816175,6,20231010095655,23,,윤동주시인의언덕,03046
광주광역시 광산구 천동길 46,(신룡동),5,0,A02,A0201,A02010500,2790501,12,20211209200947,http://tong.visitkorea.or.kr/cms/resource/31/2792331_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2792331_image2_1.jpg,Type3,126.7629558198,35.2113149855,6,20231208164157,1,,윤상원열사 생가,62206
경상남도 통영시 박효자길 1,(도천동),36,0,A02,A0203,A02030600,584861,12,20080710010447,,,,128.4128287883,34.8383244211,6,20231027171237,17,,윤이상 거리,53067
경상남도 통영시 중앙로 27,(도천동),36,0,A02,A0202,A02020700,1001011,12,20100419191558,,,,128.4137175973,34.8384272034,6,20231107170754,17,,윤이상 기념공원(도천테마파크),53067
경상남도 통영시 중앙로 27,(도천동),36,0,A02,A0201,A02010500,994972,12,20100408233602,,,,128.4137259294,34.8384327584,6,20231120164215,17,,윤이상 생가,53067
충청남도 아산시 배방읍 배방산길 250-31,,34,0,A02,A0201,A02010800,2758437,12,20211019010159,http://tong.visitkorea.or.kr/cms/resource/32/2758632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2758632_image2_1.jpg,Type3,127.0603583740,36.7554939509,6,20231107162017,9,,윤정사,31496
광주광역시 북구 무등로 1550,(금곡동),5,0,A01,A0101,A01011900,2614843,12,20190809233316,http://tong.visitkorea.or.kr/cms/resource/42/2614842_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/42/2614842_image2_1.bmp,Type3,126.9890013959,35.1441458348,6,20231030134954,4,,윤필봉 자연동굴 (무등산권 국가지질공원),61147
강원특별자치도 춘천시 수변공원길 18 (삼천동),,32,0,A02,A0205,A02050400,128785,12,20060214090000,http://tong.visitkorea.or.kr/cms/resource/39/182139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/182139_image3_1.jpg,Type3,127.7072596424,37.8732541302,6,20231123114537,13,,윤희순의사 동상,24239
서울특별시 종로구 율곡로,(원남동) 일대,1,0,A02,A0201,A02010700,250134,12,20060731090000,http://tong.visitkorea.or.kr/cms/resource/49/1985649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1985649_image3_1.jpg,Type3,126.9944914897,37.5769838749,6,20231208111814,23,,율곡로,03136
경상남도 하동군 적량면 관리 749-1,,36,0,A02,A0201,A02010600,2786950,12,20211207013152,http://tong.visitkorea.or.kr/cms/resource/57/2787357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2787357_image2_1.jpg,Type3,127.7589517382,35.0858684390,6,20230921141143,18,,율곡마을,
경상남도 산청군 신등면 율곡사길 182,,36,0,A02,A0201,A02010800,2786995,12,20211207015035,http://tong.visitkorea.or.kr/cms/resource/98/2790098_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2790098_image2_1.jpg,Type3,127.9673692036,35.4162237868,6,20230918180507,9,,율곡사,52253
경기도 파주시 파평면 장승배기로 392,,31,0,A01,A0101,A01010700,2673974,12,20200923202450,,,,126.8228758014,37.8983655812,6,20230131113513,27,,율곡수목원,10809
전라남도 신안군 장산면 율도길 17-3,,38,0,A01,A0101,A01011300,577894,12,20080620220748,http://tong.visitkorea.or.kr/cms/resource/51/1111551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1111551_image3_1.jpg,Type3,126.1957324602,34.5773437725,6,20230926173214,12,,율도,58861
경기도 성남시 분당구 문정로 145,(율동),31,0,A02,A0202,A02020700,128040,12,20070917090000,http://tong.visitkorea.or.kr/cms/resource/05/2639005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2639005_image3_1.jpg,Type3,127.1504495366,37.3803039510,6,20231205175111,12,,율동공원,13576
충청북도 증평군 증평읍 율리휴양로 287,(증평읍),33,0,A01,A0101,A01010600,1087135,12,20100907013715,http://tong.visitkorea.or.kr/cms/resource/33/1083033_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1083033_image3_1.jpg,Type3,127.6366520617,36.7172642077,6,20231210175151,12,,율리휴양촌,27912
경기도 광주시 퇴촌면 태허정로 267-54,(퇴촌면),31,0,A01,A0101,A01010700,523284,12,20080320222015,,,,127.2703555584,37.4695235505,6,20230329102915,5,,율봄식물원,12710
충청북도 청주시 청원구 1순환로 78 (율량동),,33,,A02,A0202,A02020700,3071456,12,20231123171241,http://tong.visitkorea.or.kr/cms/resource/48/3071448_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/3071448_image3_1.JPG,Type3,127.5040876496,36.6642567907,6,20231215155639,10,,율봉근린공원,28322
전라남도 순천시 별량면 우산리,,38,0,A02,A0201,A02010700,1957459,12,20141018005338,,,,127.4722487549,34.8833917778,6,20231209180102,11,,율봉서원,58030
경기도 화성시 팔탄면 온천로 434-14,,31,0,A02,A0202,A02020300,128003,12,20031208090000,,,,126.8820719320,37.1521866872,6,20231106102918,31,,율암온천숯가마 테마파크,18530
전남 보성군 회천면 율포리 476-22,,38,0,A01,A0101,A01011400,2782501,12,20211129190143,http://tong.visitkorea.or.kr/cms/resource/48/2788348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2788348_image2_1.jpg,Type3,127.0860074559,34.6690092680,6,20231010111228,10,,율포항,
전라남도 보성군 회천면 우암길 21,,38,0,A02,A0202,A02020300,2604923,12,20190603233215,,,,127.0866350548,34.6740309373,6,20230817153942,10,,율포해수녹차센터,59471
전라남도 보성군 회천면 우암길 24,,38,0,A01,A0101,A01011200,2022601,12,20150805192206,,,,127.0881211428,34.6696814499,6,20230630160712,10,,율포해수욕장(솔밭해변),59471
전라남도 보성군 회천면 우암길 8,,38,0,A02,A0202,A02020600,2702653,12,20210101022517,,,,127.0873850886,34.6699758492,6,20230508103919,10,,율포해수풀장,59471
대구광역시 동구 금호강변로 278 (율하동),,4,,A02,A0202,A02020700,3060888,12,20231130102540,http://tong.visitkorea.or.kr/cms/resource/06/3053206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3053206_image3_1.jpg,Type3,128.6928627093,35.8599618100,6,20231206162051,4,,율하체육공원,41107
서울특별시 강남구 밤고개로24길 24,(율현동),1,0,A02,A0202,A02020700,2754732,12,20211007234908,,,,127.1062870355,37.4730757300,6,20230321145526,1,,율현공원,06377
경기도 화성시 안녕동,,31,,A02,A0201,A02010700,3013864,12,20230921151553,http://tong.visitkorea.or.kr/cms/resource/44/3003944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3003944_image3_1.jpg,Type3,126.9892856556,37.2081848890,6,20230921151630,31,,융건릉,18345
경기도 안산시 단원구 대부해안로 164,,31,,A02,A0202,A02020600,2930681,12,20221019160642,,,,126.5604120675,37.2605434748,6,20230610093019,15,0507-1414-2589,으르렁파크,15640
서울특별시 서대문구 증가로20가길 91,"(북가좌동,해들목휴먼빌)",1,0,A02,A0202,A02020700,2759917,12,20211020225155,,,,126.9194953851,37.5827901885,6,20230502194846,14,,은가어린이공원,03671
경기도 시흥시 은계중앙로 220,(은행동),31,0,A02,A0202,A02020700,2751564,12,20210930012303,http://tong.visitkorea.or.kr/cms/resource/27/2762627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2762627_image2_1.jpg,Type3,126.8072678348,37.4444542610,6,20230117153853,14,,은계호수공원,14923
충청남도 보령시 은고개길 167,,34,,A02,A0203,A02030100,2891324,12,20221031095652,,,,126.6780909474,36.4102519557,6,20221213101238,5,,은고개마을 뽕동아리,33423
서울 강남구 세곡동 369-3,,1,0,A02,A0202,A02020700,2751890,12,20210930193531,,,,127.1004821483,37.4681123124,6,20221222173723,1,,은곡마을공원,
대전광역시 유성구 노은동로 166,(지족동),3,0,A02,A0202,A02020700,2775510,12,20211118001959,http://tong.visitkorea.or.kr/cms/resource/37/2775537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2775537_image2_1.jpg,Type3,127.3233784299,36.3750839329,6,20231106112644,4,,은구비역사공원,34084
경기도 연천군 전곡읍 은대리,,31,0,A01,A0101,A01010500,2616500,12,20190826233449,http://tong.visitkorea.or.kr/cms/resource/97/2616497_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/97/2616497_image2_1.bmp,Type3,127.0564445744,38.0461581003,6,20230831163117,21,,은대리 판상절리와 습곡구조 (한탄강 유네스코 세계지질공원),11024
충남 공주시 반포면 학봉리,,34,0,A01,A0101,A01010800,125832,12,20030918090000,http://tong.visitkorea.or.kr/cms/resource/04/490304_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/490304_image3_1.jpg,Type3,127.2100864015,36.3526122808,6,20231208103312,1,042-825-3002∼3,은선폭포,"314-924,2"
전라북도 진안군 마령면 마이산남로 406,,37,0,A02,A0201,A02010800,128971,12,20060519090000,,,,127.4144950983,35.7594668368,6,20231213133738,14,,은수사,55450
경기도 여주시 가남읍 금당5길 139,,31,0,A02,A0203,A02030100,2021559,12,20150729025344,http://tong.visitkorea.or.kr/cms/resource/21/2017321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2017321_image3_1.jpg,Type3,127.6204923232,37.2117819750,6,20230726135606,20,,은아목장,12660
경기도 김포시 김포한강8로 97,(마산동),31,0,A02,A0202,A02020700,2781584,12,20211126193553,http://tong.visitkorea.or.kr/cms/resource/02/2781802_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/02/2781802_image2_1.jpeg,Type3,126.6387529158,37.6339209074,6,20221213144203,8,,은여울공원,10068
경기도 용인시 처인구 양지면 은이로 182,,31,0,A02,A0201,A02010900,2612873,12,20190725013751,http://tong.visitkorea.or.kr/cms/resource/53/2675253_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2675253_image2_1.jpg,Type3,127.2777815218,37.2159113866,6,20230512182153,23,,은이성지(청년김대건길),17161
전라북도 군산시 설림3길 49,(소룡동),37,0,A02,A0201,A02010800,129510,12,20070409090000,http://tong.visitkorea.or.kr/cms/resource/14/3055614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3055614_image3_1.jpg,Type3,126.6854822111,35.9748102603,6,20231206153326,2,,은적사(군산),54015
전라북도 김제시 금산면 구성3길 126-20,(금산면),37,0,A02,A0201,A02010800,1600657,12,20120412204117,,,,127.0099593768,35.7384344218,6,20221226132451,3,,은적사(김제),54346
대구광역시 남구 앞산순환로 574-120,,4,0,A02,A0201,A02010800,348785,12,20071224183420,,,,128.5897144697,35.8235695788,6,20230911143553,1,,은적사(대구),42502
전라남도 여수시 돌산읍 돌산로 1168-58,,38,0,A02,A0201,A02010800,348787,12,20071224184008,,,,127.7347963295,34.6197369564,6,20231010105839,13,,은적사(여수),59777
전라남도 해남군 은적사길 404 은적사,,38,0,A02,A0201,A02010800,348786,12,20071224183719,,,,126.6016545383,34.5977953128,6,20230309135657,23,,은적사(해남),59020
부산광역시 기장군 장안읍 고무로 271-47,,6,0,A02,A0201,A02010800,2758498,12,20211019013016,http://tong.visitkorea.or.kr/cms/resource/02/2759002_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2759002_image2_1.jpg,Type3,129.2765262292,35.3360483529,6,20231206143241,3,,은진사,46035
충청남도 논산시 은진면 탑정로427번길 14-1,,34,0,A02,A0201,A02010700,1954698,12,20141008190131,,,,127.1120972512,36.1709896671,6,20231208165834,3,,은진향교,32997
충청남도 논산시 은진면 탑정로427번길 14-1,(은진면),34,0,A02,A0201,A02010700,1626554,12,20120510003915,http://tong.visitkorea.or.kr/cms/resource/67/1598767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1598767_image3_1.jpg,Type3,127.1120972512,36.1709896671,6,20231208170340,3,,은진향교 대성전,32997
전라북도 완주군 동상면 대아리,,37,0,A01,A0101,A01010900,250457,12,20071030090000,,,,127.3152839361,35.9896778005,6,20230714134126,8,,은천계곡,55344
전라북도 군산시 미룡동,,37,0,A02,A0205,A02050100,129382,12,20061114090000,,,,126.6937182056,35.9507909205,5,20231025121600,2,,은파 물빛다리,54146
전라북도 군산시 은파순환길 9,(나운동),37,0,A02,A0202,A02020700,126322,12,20031029090000,http://tong.visitkorea.or.kr/cms/resource/05/2017305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2017305_image3_1.jpg,Type3,126.6890685029,35.9554014262,6,20230704152314,2,,은파호수공원(은파국민관광지),54146
서울특별시 은평구 증산로5길 35-27,(증산동),1,0,A02,A0202,A02020700,2758161,12,20211018225317,http://tong.visitkorea.or.kr/cms/resource/73/2790973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2790973_image2_1.jpg,Type3,126.9030357286,37.5844313697,6,20231218151204,22,,은평구생활체육광장,03493
서울 은평구 진관동 127-27,,1,0,A02,A0201,A02010600,2724392,12,20210705220048,,,,126.9392030359,37.6414864929,6,20231024142307,22,,은평한옥마을,
충청남도 보령시 주교면 송학리,,34,0,A01,A0101,A01010500,2616051,12,20190820011326,,,,126.5227170447,36.3719786795,6,20230629131041,5,,은포리해안도로,33410
경상남도 김해시 신어산길 167,(삼방동),36,0,A02,A0201,A02010800,127127,12,20040128090000,,,,128.9130181738,35.2658911471,6,20231122104323,4,,은하사(김해),50811
경상북도 영천시 청통면 청통로 951,(청통면),35,0,A02,A0201,A02010800,128155,12,20040531090000,http://tong.visitkorea.or.kr/cms/resource/49/3034849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3034849_image3_1.jpg,Type3,128.7897032565,35.9918431212,6,20231120172944,15,,은해사(영천),38866
경기도 성남시 중원구 순환로 357,(은행동),31,0,A02,A0202,A02020700,2766149,12,20211102181046,http://tong.visitkorea.or.kr/cms/resource/73/2766873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2766873_image2_1.jpg,Type3,127.1697706839,37.4543623787,6,20231024143936,12,,은행공원,13155
경기도 시흥시 대야동,,31,,A02,A0202,A02020700,3035648,12,20231109174230,http://tong.visitkorea.or.kr/cms/resource/22/3002522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3002522_image3_1.jpg,Type3,126.7961382829,37.4448234655,6,20231109174308,14,,은행근린공원,14913
대전광역시 대덕구 대덕대로1448번길 120,,3,,A02,A0202,A02020700,2913058,12,20221121103404,http://tong.visitkorea.or.kr/cms/resource/45/2913045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2913045_image3_1.jpg,Type3,127.4113409377,36.4427777451,6,20230105105636,1,,을미기공원,34324
부산광역시 사하구 낙동남로 1240,,6,0,A01,A0101,A01010500,127974,12,20031208090000,http://tong.visitkorea.or.kr/cms/resource/66/2487966_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2487966_image2_1.JPG,Type3,128.9353792487,35.0937941809,6,20230322111917,10,,을숙도 공원,49435
인천광역시 중구 을왕로 84,(을왕동),2,0,A01,A0101,A01011400,2769475,12,20211108183952,,,,126.3694382230,37.4485627476,6,20231110111827,10,,을왕리선착장,22383
인천광역시 중구 용유서로302번길 16-15,(을왕동),2,0,A01,A0101,A01011200,128767,12,20060126090000,http://tong.visitkorea.or.kr/cms/resource/66/2512766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2512766_image2_1.jpg,Type3,126.3729296657,37.4450909900,6,20230627133125,10,,을왕리해수욕장,22383
서울특별시 중구 을지로 129 을지로3가역 3호선,,1,,A02,A0203,A02030600,2994062,12,20230717143727,http://tong.visitkorea.or.kr/cms/resource/53/2995253_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2995253_image3_1.jpg,Type3,126.9926641809,37.5663295246,6,20230810123410,24,,을지로 노가리골목,04549
강원특별자치도 양구군 해안면 후리 621,후리 621,32,0,A02,A0205,A02050600,125809,12,20030724090000,http://tong.visitkorea.or.kr/cms/resource/91/2659891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2659891_image3_1.jpg,Type3,128.1452571178,38.2901915991,6,20230824140201,6,,을지전망대,24562
충청남도 아산시 음봉면 음봉로 304,,34,0,A02,A0203,A02030100,801430,12,20090911020037,http://tong.visitkorea.or.kr/cms/resource/35/2522635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2522635_image2_1.jpg,Type3,127.0446128985,36.8451083529,6,20230413140200,9,,음봉 꾀꼴성마을,31415
충청남도 당진시 신평면 음섬이길 19-17,,34,0,A01,A0101,A01011400,2736714,12,20210826220809,http://tong.visitkorea.or.kr/cms/resource/68/2736968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2736968_image2_1.jpg,Type3,126.8001856599,36.9220507285,6,20230823144901,4,,음섬포구,31743
충청북도 음성군 음성읍 설성공원길 28,설성공원 내,33,0,A02,A0201,A02010100,1627345,12,20120510230736,,,,127.6910661154,36.9329431846,6,20231209153147,6,,음성 경호정,27703
충청북도 음성군 영산로55번길 19-4,,33,0,A02,A0201,A02010400,1626843,12,20120510025522,http://tong.visitkorea.or.kr/cms/resource/41/1596741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1596741_image3_1.jpg,Type3,127.6388167285,37.0772117263,6,20231209153846,6,,음성 공산정 고택,27612
충청북도 음성군 음성읍 약현길38번길 13-13,,33,0,A02,A0201,A02010200,2722250,12,20210622014601,,,,127.7031066902,36.9332572571,6,20231106100613,6,,음성 수정산성,27698
충청북도 음성군 음성읍 설성공원길 28,,33,0,A02,A0205,A02050200,1115848,12,20101023003443,http://tong.visitkorea.or.kr/cms/resource/68/1079868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1079868_image3_1.jpg,Type3,127.6910022374,36.9327654263,6,20231209153545,6,,음성 읍내리 삼층석탑,27703
충청북도 음성군 원남면 하초로 74,,33,0,A02,A0203,A02030100,129340,12,20061108090000,http://tong.visitkorea.or.kr/cms/resource/20/2517720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2517720_image2_1.jpg,Type3,127.6764264775,36.9076902678,6,20230224111443,6,,음성 하당골녹색체험마을,27718
충청북도 음성군 대소면 대풍산단로 78,,33,0,A02,A0203,A02030400,2548173,12,20180521190713,,,,127.4649437156,36.9714846432,,20230610083056,6,,음성 흥미진진한 팩토리 투어센터,27670
충청북도 음성군 감곡면 영산안길 47-11,,33,0,A02,A0201,A02010400,1114959,12,20101021231136,http://tong.visitkorea.or.kr/cms/resource/54/1075854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1075854_image3_1.jpg,Type3,127.6574677186,37.0809727445,6,20231103111235,6,,음성김주태가옥,27612
충청북도 음성군 생극면 오신로342번길 27,,33,0,A02,A0203,A02030100,1938278,12,20140731021202,http://tong.visitkorea.or.kr/cms/resource/61/3064361_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3064361_image3_1.JPG,Type3,127.6301411462,37.0273950874,6,20231210122208,6,,음성동요마을,27617
충청북도 음성군 생극면 일생로 500,(생극면),33,0,A02,A0206,A02060300,129275,12,20061017090000,http://tong.visitkorea.or.kr/cms/resource/46/3064346_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3064346_image3_1.JPG,Type3,127.5754320289,37.0329240101,6,20231210121305,6,,음성큰바위얼굴테마파크,27621
충청북도 음성군 음성읍 중앙로 223,(음성읍),33,0,A02,A0201,A02010700,1116438,12,20101026010630,http://tong.visitkorea.or.kr/cms/resource/90/1079990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1079990_image3_1.jpg,Type3,127.6944766696,36.9417783410,6,20221229154714,6,,음성향교,27697
서울특별시 구로구 디지털로32길 97-21,,1,0,A02,A0203,A02030600,2591826,12,20190313234126,http://tong.visitkorea.or.kr/cms/resource/25/2591825_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/25/2591825_image2_1.bmp,Type3,126.9008665369,37.4838874594,6,20231205160027,7,,음식문화특화거리(깔깔거리),08391
경상남도 통영시 도남동,"650, 도남관광단지내",36,0,A02,A0205,A02050300,127944,12,20040107090000,,,,128.4339105684,34.8275510023,6,20231030115630,17,,음악분수 휴게광장,53079
경기도 가평군 가평읍 석봉로 100,,31,0,A02,A0206,A02060600,2606169,12,20190613001754,http://tong.visitkorea.or.kr/cms/resource/73/2690673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2690673_image3_1.jpg,Type3,127.5129954137,37.8253449903,6,20230725134855,1,,음악역 1939,12416
충청남도 태안군 이원면,,34,0,A01,A0101,A01011200,2753660,12,20211006192217,,,,126.2808480141,36.8696311126,6,20230423004300,14,,음포해수욕장,32101
대구광역시 북구 칠곡중앙대로129길 169-3,(읍내동),4,0,A02,A0201,A02010700,2366245,12,20160204024241,,,,128.5434229817,35.9637417391,6,20230911202634,5,,읍내동 마애불상,41400
전라남도 완도군 청산면 읍리,,38,0,A02,A0201,A02010700,129543,12,20070507090000,http://tong.visitkorea.or.kr/cms/resource/20/214520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/214520_image3_1.jpg,Type3,126.8716659875,34.1747082096,6,20231204172004,18,,읍리지석묘와 하마비,59150
경상남도 산청군 단성면 강누리,,36,0,A02,A0201,A02010400,2786859,12,20211207010430,http://tong.visitkorea.or.kr/cms/resource/86/2789986_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2789986_image2_1.jpg,Type3,127.9508707460,35.3077829455,6,20230126143154,9,,읍청정 (산청),
강원특별자치도 고성군 거진읍 화진포길 204-25,,32,0,A01,A0101,A01010400,2782911,12,20211129234016,,,,128.4464213725,38.4662685199,6,20231026213128,2,,응봉,24710
강원특별자치도 삼척시 가곡면 풍곡리,", 경북 봉화군, 울진군",32,0,A01,A0101,A01010400,127738,12,20040224090000,http://tong.visitkorea.or.kr/cms/resource/72/1434072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1434072_image3_1.jpg,Type3,129.2001737646,37.0872205462,6,20231114180339,4,,응봉산(강원),"245-811,2"
서울특별시 성동구 금호동4가 1540,(일대),1,0,A01,A0101,A01010400,1874105,12,20131220001142,,,,127.0281781551,37.5471796096,6,20231205171602,16,,응봉산(서울),04743
경상북도 울진군 북면 덕구리,,35,0,A01,A0101,A01010400,129490,12,20070327090000,http://tong.visitkorea.or.kr/cms/resource/70/1434070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1434070_image3_1.jpg,Type3,129.2536362220,37.0690320034,6,20231206152301,18,,응봉산(울진),36307
서울특별시 성동구 응봉동 235,,1,0,A02,A0202,A02020700,2757822,12,20211016002017,,,,127.0372522100,37.5513459554,6,20231101113106,16,,응봉체육공원,
경상남도 진주시 집현면 응석로 435,,36,0,A02,A0201,A02010800,348789,12,20071224184632,http://tong.visitkorea.or.kr/cms/resource/56/3040456_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3040456_image3_1.jpg,Type3,128.0586698982,35.2967611018,6,20231115162519,13,,응석사(진주),52637
서울특별시 은평구 응암로 172,(응암동),1,0,A02,A0203,A02030600,713110,12,20090328005343,http://tong.visitkorea.or.kr/cms/resource/27/2531027_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2531027_image2_1.jpg,Type3,126.9166871824,37.5872146236,6,20231214154515,22,,응암동 감자국 거리,03478
충북 음성군 생극면 병암리 773,,33,0,A02,A0202,A02020700,2770082,12,20211109001446,http://tong.visitkorea.or.kr/cms/resource/59/2770359_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2770359_image2_1.jpg,Type3,127.6057960086,37.0311997614,6,20231017150144,6,,응천공원,
전라북도 임실군 오수면 오수3길 7,,37,0,A02,A0205,A02050200,128169,12,20040609090000,http://tong.visitkorea.or.kr/cms/resource/44/1035544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1035544_image3_1.jpg,Type3,127.3288751732,35.5373155405,6,20231213150416,10,,의견비,55954
경상남도 진주시 의곡길 72,,36,0,A02,A0201,A02010800,348796,12,20071224184956,http://tong.visitkorea.or.kr/cms/resource/55/3040855_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3040855_image3_1.jpg,Type3,128.0814036874,35.2040247229,6,20231116100150,13,,의곡사(진주),52745
경상남도 진주시 남강로 626,(본성동),36,0,A02,A0201,A02010700,126215,12,20040225090000,,,,128.0826900720,35.1893763934,6,20231108094908,13,,의기사와 의암,52692
경상남도 의령군 의령읍 수암로 146,,36,0,A02,A0203,A02030100,2041032,12,20151113011920,,,,128.2396842527,35.3085380100,6,20231120135100,12,,의령 청미래체험휴양마을,52158
경상남도 의령군 의령읍 서동리 644-1,,36,0,A02,A0205,A02050100,2782691,12,20211129200352,http://tong.visitkorea.or.kr/cms/resource/25/2783925_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/2783925_image2_1.JPG,Type3,128.2562521210,35.3131350123,6,20230927171814,12,,의령구름다리,
경상남도 의령군 궁류면 벽계로 201,,36,,A01,A0101,A01010500,3029556,12,20231101162933,http://tong.visitkorea.or.kr/cms/resource/51/3029551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3029551_image3_1.jpg,Type3,128.2102086834,35.4265658500,6,20231218134309,12,,의령벽계관광지,52115
경상남도 의령군 의령읍 의병로15길 30,,36,0,A02,A0201,A02010700,1955440,12,20141013185412,,,,128.2576989819,35.3218979401,6,20231117101550,12,,의령향교,52139
경상남도 창원시 마산합포구 진북면 의림로 382,,36,0,A02,A0205,A02050200,250425,12,20071029090000,http://tong.visitkorea.or.kr/cms/resource/69/3040969_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3040969_image3_1.jpg,Type3,128.4400406917,35.1384690604,5,20231116103227,16,,의림사 삼층석탑,51785
