addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
광주광역시 서구 상무연하로 68,,5,,B02,B0201,B02010100,143074,32,20040227090000,http://tong.visitkorea.or.kr/cms/resource/10/1191010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1191010_image3_1.jpg,Type3,126.8504744966,35.1543590066,6,20231027101410,5,062-383-7575,센트럴관광호텔,61949
서울특별시 종로구 청계천로 137,,1,,B02,B0201,B02010100,1800482,32,20130320185709,,,,126.9929779639,37.5690319938,6,20231011103540,23,02-6365-6500,센트럴관광호텔,03193
부산광역시 중구 해관로 20,(중앙동1가),6,,B02,B0201,B02010100,2531416,32,20180113010823,http://tong.visitkorea.or.kr/cms/resource/77/2669477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2669477_image2_1.jpg,Type3,129.0359786465,35.1005508289,6,20231120101851,15,051-243-8001,센트럴파크 호텔[한국관광 품질인증/Korea Quality],48957
인천광역시 계양구 형제봉길 100,"(귤현동,계양센트레빌 1단지)계양센트레빌11동203호",2,,B02,B0201,B02011100,2622776,32,20191004190929,,,,126.7511083815,37.5681833279,,20230610085020,2,010-3278-4573,센트레빌 게스트하우스,21017
경상북도 경주시 포석로1092번길 26-1,(황남동),35,,B02,B0201,B02011600,2569552,32,20181126190209,http://tong.visitkorea.or.kr/cms/resource/78/2567078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2567078_image2_1.jpg,Type3,129.2115428065,35.8368157880,,20221227132310,2,010-7305-8609,셔블,38166
경상북도 봉화군 바래미길 22,,35,,B02,B0201,B02011600,2047715,32,20151209230437,http://tong.visitkorea.or.kr/cms/resource/80/2803880_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/80/2803880_image3_1.jpeg,Type3,128.7123591267,36.8936916905,6,20230601094038,8,010-9189-5578,소강고택[한국관광 품질인증/Korea Quality],36236
충청남도 태안군 남면 몽산포길 179,,34,,B02,B0201,B02010700,610224,32,20080818221052,http://tong.visitkorea.or.kr/cms/resource/58/617058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/617058_image3_1.jpg,Type3,126.2785811337,36.6750813079,6,20231109153928,14,010-8335-4310,소나무리조트,32152
경상남도 거제시 일운면 마전1길 83,(일운면),36,,B02,B0201,B02010700,1872168,32,20131217223304,http://tong.visitkorea.or.kr/cms/resource/49/2576749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2576749_image3_1.jpg,Type3,128.7250873889,34.8512508091,6,20230217163335,1,010-6776-6054,소낭구펜션[한국관광 품질인증/Korea Quality],53324
충청북도 단양군 단양읍 삼봉로 187-17,,33,,B02,B0201,B02010500,228935,32,20071012090000,http://tong.visitkorea.or.kr/cms/resource/07/2496507_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2496507_image2_1.jpg,Type3,128.3626906905,36.9775838038,6,20230418135112,2,1588-4888,소노문 단양(구 대명리조트 단양),27012
경상북도 경주시 보문로 402-12,(신평동),35,,A02,A0202,A02020200,232286,32,20071012090000,,,,129.2818835856,35.8466187891,6,20230906172110,2,1588-4888,소노벨 경주(구 대명리조트 경주),38117
전라북도 부안군 변산면 변산해변로 51,,37,,A02,A0202,A02020200,978310,32,20100317234851,http://tong.visitkorea.or.kr/cms/resource/31/1604231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1604231_image3_1.jpg,Type3,126.4699824405,35.6314013081,6,20231213133200,6,1588-4888,소노벨 변산(구 대명리조트 변산),56337
강원특별자치도 홍천군 서면 한치골길 262,,32,,B02,B0201,B02010500,136636,32,20071012090000,http://tong.visitkorea.or.kr/cms/resource/73/1335773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1335773_image3_1.jpg,Type3,127.6873540732,37.6523905338,6,20231102101222,16,1588-4888,소노벨 비발디파크,25102
제주특별자치도 제주시 신북로 577 대명리조트,,39,,B02,B0201,B02010500,232287,32,20071012090000,http://tong.visitkorea.or.kr/cms/resource/74/2709574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2709574_image2_1.jpg,Type3,126.6713315983,33.5402087913,6,20230222181620,4,1588-4888,소노벨 제주,63333
충청남도 천안시 동남구 성남면 종합휴양지로 200,,34,,B02,B0201,B02010500,2775632,32,20211118011439,http://tong.visitkorea.or.kr/cms/resource/54/2775654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2775654_image2_1.jpg,Type3,127.2239241377,36.7576993761,6,20230418145620,12,,소노벨 천안,31246
경상북도 청송군 주왕산면 주왕산로 494-1,,35,,B02,B0201,B02010500,2770765,32,20211109212102,http://tong.visitkorea.or.kr/cms/resource/35/2770835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2770835_image2_1.jpg,Type3,129.1101194706,36.3782553040,6,20230418163924,21,,소노벨 청송,37437
경상남도 거제시 일운면 거제대로 2660,,36,,A02,A0202,A02020200,2578495,32,20181215022614,,,,128.7029617427,34.8434068406,6,20231117172843,1,1588-4888,소노캄 거제(구 대명리조트 거제마리나),53326
경기도 고양시 일산동구 태극로 20,,31,,B02,B0201,B02010100,2496500,32,20170620193937,http://tong.visitkorea.or.kr/cms/resource/60/2704260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2704260_image2_1.jpg,Type3,126.7507668876,37.6619807400,6,20230314130804,2,031-927-7700,소노캄 고양,10394
전라남도 여수시 오동도로 111,,38,,B02,B0201,B02010100,1785294,32,20130122235606,,,,127.7550498107,34.7413153702,6,20230531162841,13,061-660-5800,소노캄 여수(구 엠블호텔 여수),59723
제주특별자치도 서귀포시 표선면 일주동로 6347-17,,39,,A02,A0202,A02020200,138019,32,20040428090000,http://tong.visitkorea.or.kr/cms/resource/89/1181489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1181489_image3_1.jpg,Type3,126.7929069544,33.3060421741,6,20231108154405,3,02-1588-4888,소노캄 제주(구 샤인빌 리조트),63626
경기도 양평군 개군면 신내길7번길 55,,31,,A02,A0202,A02020200,136060,32,20071012090000,,,,127.5326012133,37.4692783594,6,20221227171641,19,1588-4888,소노휴 양평 (구 대명리조트 양평),12566
서울특별시 마포구 마포대로14길 12-17,(공덕동),1,,B02,B0201,B02011600,2696312,32,20201210223650,,,,126.9559902624,37.5480393261,,20201228235255,13,,소담스테이,04210
서울특별시 서대문구 신촌로 157-7,,1,,B02,B0201,B02010900,1731338,32,20121010192436,http://tong.visitkorea.or.kr/cms/resource/20/1875020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1875020_image3_1.jpg,Type3,126.9433411589,37.5571019347,6,20221229113051,14,02-313-3078,소라모텔,03766
경상남도 통영시 한산면 당금길 50,,36,,B02,B0201,B02011000,2577537,32,20181213193059,,,,128.5761751489,34.6473458852,6,20231019170252,17,055-646-4485 / 010-7110-4066,소라민박,53097
제주특별자치도 서귀포시 남원읍 태위로 545,,39,,B02,B0201,B02010700,1888034,32,20140123014835,,,,126.7052513401,33.2758329923,6,20221227113349,3,064-764-8016,소랑호젠,63620
경기도 양평군 강하면 전수리,535-2,31,,B02,B0201,B02010100,2853502,32,20220914155702,,,,127.4260237690,37.5040307145,6,20221229112951,19,,소르호텔,12575
전라북도 부안군 변산면 궁항영상길 72-9,,37,,B02,B0201,B02010700,1643798,32,20120614231743,,,,126.4670777070,35.6090232491,6,20221227084134,6,063-581-7979,소리섬펜션,56340
전라남도 영암군 군서면 죽정서원길 9,소리터,38,,B02,B0201,B02011600,2680781,32,20201105021453,,,,0,0,,20211216011404,17,010-3632-1506,소리터,58434
경상남도 통영시 한산면 소매물도길 27,,36,,B02,B0201,B02010700,2577567,32,20181213195023,http://tong.visitkorea.or.kr/cms/resource/44/2577544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2577544_image2_1.jpg,Type3,128.5490668701,34.6289974457,6,20231018162558,17,010-8845-5377,소매물도펜션,53097
경상북도 영주시 풍기읍 죽령로 1400,,35,,B02,B0201,B02010900,1702606,32,20120828232517,,,,128.4790828824,36.8883462299,6,20231023152756,14,054-604-1700,소백산풍기온천리조트,36020
경기도 수원시 권선구 경수대로384번길 27,,31,,B02,B0201,B02010100,2849882,32,20220906134842,http://tong.visitkorea.or.kr/cms/resource/69/2849869_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2849869_image3_1.jpg,Type3,127.0258975459,37.2603628345,6,20230125150724,13,,소설스미스 호텔,16571
경상북도 경주시 포석로 1054,(황남동),35,,B02,B0201,B02011600,2600044,32,20190430190241,,,,129.2073320261,35.8381655562,,20201228202619,2,,소설재 황리단길점,38166
경상북도 경주시 포석로1050번길 46,(황남동),35,,B02,B0201,B02011600,2531372,32,20180112223119,http://tong.visitkorea.or.kr/cms/resource/61/2530261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2530261_image3_1.jpg,Type3,129.2144870689,35.8341355911,6,20230424164551,2,010-2237-6560,소설재(첨성대점)[한국관광 품질인증/Korea Quality],38166
충청남도 태안군 남면 안면대로 1296-36,,34,,B02,B0201,B02010700,2575702,32,20181210202414,http://tong.visitkorea.or.kr/cms/resource/73/2575373_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2575373_image2_1.jpg,Type3,126.3042907874,36.6419966708,,20221108171901,14,,소소,32155
서울특별시 종로구 필운대로5가길 16-5,(누하동),1,,B02,B0201,B02011600,2583699,32,20181228182847,http://tong.visitkorea.or.kr/cms/resource/55/2813655_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2813655_image2_1.JPG,Type3,126.9681632393,37.5803330123,6,20230601131237,23,010-5286-0704,소소하우스[한국관광 품질인증/Korea Quality],03037
전라북도 완주군 소양면 곰티로 227,,37,,B02,B0201,B02010700,2760056,32,20211020235027,,,,127.2819191208,35.8218268763,6,20231108160542,8,,소양고요,55346
전라북도 완주군 송광수만로 472-23,,37,,B02,B0201,B02011600,2622784,32,20191004192136,http://tong.visitkorea.or.kr/cms/resource/20/3008820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3008820_image3_1.jpg,Type1,127.2430148732,35.9035807849,6,20230911201811,8,063-243-5222,소양고택 한옥스테이[한국관광 품질인증/Korea Quality],55348
경상북도 경주시 첨성로81번길 22-4,(황남동),35,,B02,B0201,B02011600,2587355,32,20190110193958,,,,129.2116761840,35.8348493462,,20201229015116,2,,소이한옥,38166
서울특별시 중구 명동2가,,1,,B02,B0201,B02010900,2992043,32,20230628142518,http://tong.visitkorea.or.kr/cms/resource/21/2992021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2992021_image3_1.jpg,Type3,126.9850149536,37.5636519209,6,20230628144355,24,,소테츠 프레사 인 서울 명동,04535
서울특별시 중구 장충단로 226 SOTETSU HOTELS THE SPLAISIR,,1,,B02,B0201,B02010100,2991972,32,20230628105032,http://tong.visitkorea.or.kr/cms/resource/70/2991970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2991970_image3_1.jpg,Type3,127.0077767369,37.5647716435,6,20230628144854,24,,소테츠 호텔즈 더 스프라지르 서울 동대문,04565
서울특별시 중구 남대문로5길 15 SOTETSU HOTELS THE SPLAISIR,,1,,B02,B0201,B02010100,2992010,32,20230628114222,http://tong.visitkorea.or.kr/cms/resource/08/2992008_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/2992008_image3_1.JPG,Type3,126.9787544559,37.5621269853,6,20230628144936,24,,소테츠 호텔즈 더 스프라지르 서울 명동,04526
경기도 양평군 청운면 비룡점말1길 43,,31,,B02,B0201,B02010700,137999,32,20040227090000,http://tong.visitkorea.or.kr/cms/resource/69/1893169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1893169_image3_1.jpg,Type3,127.6913907170,37.5265385354,6,20231011174758,19,031-775-0077,소풍가는날 펜션,12530
전라남도 신안군 압해읍 학동길 44-4,,38,,B02,B0201,B02010700,2659340,32,20200611000138,,,,126.3166509458,34.8686657184,,20230104095256,12,,소풍펜션(소풍관광펜션),58824
경기도 파주시 탄현면 요풍길 119-1,,31,,B02,B0201,B02010900,1746337,32,20121101232616,http://tong.visitkorea.or.kr/cms/resource/77/1744077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1744077_image3_1.jpg,Type3,126.6820141537,37.7849318546,6,20230109131916,27,"031-944-6942, 7942",소풍호텔,10862
서울특별시 서초구 바우뫼로 91,"(양재동,우성아파트)102동 1103호",1,,B02,B0201,B02011100,2569948,32,20181127020029,http://tong.visitkorea.or.kr/cms/resource/71/2567971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2567971_image2_1.jpg,Type3,127.0313021390,37.4748602863,,20191011014411,15,010-3747-7508,소피아하우스,06751
충청북도 보은군 속리산면 천왕봉길 259,,33,,B02,B0201,B02010700,2042157,32,20151121002249,http://tong.visitkorea.or.kr/cms/resource/44/2042144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2042144_image2_1.jpg,Type3,127.8578516539,36.5200797081,6,20230921151650,3,043-544-5249,속리산 천왕봉 가는길에 펜션,28909
충청북도 보은군 속리산면 법주사로 134,,33,,B02,B0201,B02010600,136640,32,20040419090000,http://tong.visitkorea.or.kr/cms/resource/02/1595402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1595402_image3_1.jpg,Type3,127.8186356422,36.5226203717,6,20230704164847,3,043-540-7777,속리산유스타운,28910
강원특별자치도 속초시 해오름로 129,(대포동),32,,B02,B0201,B02011100,2676467,32,20201015225344,,,,128.6055129007,38.1859237445,,20230702183332,5,,속초비치호스텔,24888
광주광역시 동구 경양로 362-1,(산수동),5,,B02,B0201,B02011100,2606404,32,20190614003229,,,,126.9290231203,35.1538270597,,20200318184449,3,062-264-8745,손길게스트하우스,61433
충청남도 태안군 근흥면 근흥로 1232-21,,34,,B02,B0201,B02010700,707921,32,20090319233838,http://tong.visitkorea.or.kr/cms/resource/64/711064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/711064_image3_1.jpg,Type3,126.1794339785,36.6971270787,6,20231215165153,14,041-675-1771,솔그림펜션,32131
경기도 양평군 용문면 중원산로 546-4,,31,,B02,B0201,B02010700,945384,32,20100205010325,http://tong.visitkorea.or.kr/cms/resource/06/1893506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1893506_image3_1.jpg,Type3,127.6205770764,37.5476958872,6,20230822142512,19,031-773-1828,솔까치펜션,12512
부산광역시 부산진구 서면로 20,(부전동),6,,B02,B0201,B02010100,2595893,32,20190409230452,http://tong.visitkorea.or.kr/cms/resource/68/2595468_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2595468_image2_1.jpg,Type3,129.0581864117,35.1523426626,,20230424162421,7,051-802-8586,솔라리아 니시테츠호텔 부산,47289
충청남도 서천군 서면 춘장대길 79-8,,34,,B02,B0201,B02010700,138484,32,20050303090000,http://tong.visitkorea.or.kr/cms/resource/75/218075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/218075_image3_1.jpg,Type3,126.5207061088,36.1587225360,6,20231207151050,8,041-953-8030,솔마루펜션(서천),33603
충청남도 태안군 안면읍 여수해길 118-3,,34,,B02,B0201,B02010700,907563,32,20101228234022,http://tong.visitkorea.or.kr/cms/resource/47/1964347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1964347_image3_1.jpg,Type3,126.3676319483,36.5489418015,6,20230905172234,14,041-673-3972,솔마루황토펜션,32163
충청남도 태안군 남면 몽산포길 126,,34,,B02,B0201,B02010700,1281934,32,20110518180739,,,,126.2838445528,36.6748175390,6,20230530150725,14,041-674-9061,솔뫼마을펜션,32152
제주특별자치도 서귀포시 남원읍 태수로143번길 132-37,,39,,B02,B0201,B02010700,138594,32,20050518090000,,,,126.7244354569,33.2905372325,6,20231214173148,3,064-764-6002,솔바람풍경소리,63617
강원특별자치도 인제군 북면 만해로 307,,32,,B02,B0201,B02010700,232288,32,20070914090000,http://tong.visitkorea.or.kr/cms/resource/35/1815635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1815635_image3_1.jpg,Type3,128.3354288514,38.1945480690,6,20230906163040,10,033-463-6114,솔방울펜션,24606
강원특별자치도 평창군 대화면 선애1길 38-5,,32,,B02,B0201,B02010700,2801324,32,20211217183823,http://tong.visitkorea.or.kr/cms/resource/13/2801313_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/2801313_image2_1.JPG,Type3,128.4004281394,37.4762270842,6,20230702112021,15,,솔밭개울펜션,25362
전라남도 완도군 보길면 보길동로 382,,38,,B02,B0201,B02010700,1829434,32,20130722194558,,,,126.5907824797,34.1639464813,6,20230117103210,18,010-3193-0900,솔밭펜션,59163
충청남도 보령시 남포면 용두욕장2길 24-22,,34,,B02,B0201,B02010700,2692124,32,20201207181240,,,,126.5490119709,36.2629555232,,20221228001625,5,,솔밭해안가펜션,33502
강원특별자치도 평창군 봉평면 수림대길 57-5,,32,,B02,B0201,B02010700,2569697,32,20181126225743,http://tong.visitkorea.or.kr/cms/resource/12/2567912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2567912_image2_1.jpg,Type3,128.3838559662,37.5244850823,,20230702113233,15,010-5178-1657,솔섬마을 관광펜션,25311
강원특별자치도 평창군 용평면 양지길 64,(속사리),32,,B02,B0201,B02010700,2761271,32,20211022195001,http://tong.visitkorea.or.kr/cms/resource/47/2767947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2767947_image2_1.jpg,Type3,128.4908983916,37.6399737692,6,20231109104051,15,,솔숲,25312
경기도 양평군 용문면 중원산로 546-6,,31,,B02,B0201,B02010700,397897,32,20080119031746,,,,127.6207576111,37.5478458734,6,20230222164624,19,010-5578-7918,솔지에로,12512
강원특별자치도 원주시 신림면 솔치안길 91,,32,,B02,B0201,B02010700,2913759,32,20221107190850,http://tong.visitkorea.or.kr/cms/resource/33/2920833_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2920833_image3_1.jpg,Type3,128.2005300693,37.2684584003,6,20230702182056,9,,솔치송어파티펜션,26507
제주특별자치도 제주시 애월읍 애월해안로 226,,39,,B02,B0201,B02011100,2699343,32,20201217033352,,,,126.3363346046,33.4670365589,,20221228004327,4,,솔트,63045
강원특별자치도 홍천군 북방면 노일로 713,,32,,B02,B0201,B02010700,629268,32,20080928225516,http://tong.visitkorea.or.kr/cms/resource/95/591495_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/591495_image3_1.jpg,Type3,127.7297011833,37.7144563370,6,20230702112903,16,033-434-5646,솔향기 펜션,25111
강원특별자치도 삼척시 근덕면 삼척로 3874-29,,32,,B02,B0201,B02010700,938538,32,20100126030818,http://tong.visitkorea.or.kr/cms/resource/86/1816586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1816586_image3_1.jpg,Type3,129.2144518966,37.3979768050,6,20230914152458,4,033-575-0628,솔향기가득한집,25932
전라북도 전주시 덕진구 아중2길 22-4,,37,,B02,B0201,B02010100,2707452,32,20210227022116,http://tong.visitkorea.or.kr/cms/resource/82/2708582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2708582_image3_1.jpg,Type3,127.1733063569,35.8295324416,,20230413155624,12,063-261-7000,솔호텔[한국관광 품질인증/Korea Quality],55023
경상남도 진주시 논개길 53,,36,,B02,B0201,B02010900,1746376,32,20121102000320,http://tong.visitkorea.or.kr/cms/resource/06/1744206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1744206_image3_1.jpg,Type3,128.0873979517,35.1909151926,6,20230919140915,13,055-748-7457,솜누스,52759
경상북도 안동시 풍천면 병산길 332,,35,,B02,B0201,B02011600,2706613,32,20210219203311,http://tong.visitkorea.or.kr/cms/resource/42/2706142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2706142_image3_1.jpg,Type3,128.5566859586,36.5430149752,,20230217173423,11,010-3522-1104,송계헌,36760
경기도 용인시 처인구 이동읍 어진로 780,,31,,B02,B0201,B02011600,2620182,32,20190921011833,,,,127.1918979164,37.1065474816,,20210106222344,23,,송담 고택,17123
부산광역시 서구 암남공원로 9,,6,,B02,B0201,B02010100,142850,32,20030807090000,,,,129.0155866811,35.0746422422,6,20230327164728,11,051-254-2000,송도비치 관광호텔,49275
경상북도 경산시 와촌면 갓바위로 67-7,,35,,B02,B0201,B02011600,2570551,32,20181128191832,http://tong.visitkorea.or.kr/cms/resource/56/2568356_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/56/2568356_image2_1.png,Type3,128.7905317507,35.9638463076,,20230111161904,1,,송림(팔공산송림한옥마을),38400
강원특별자치도 평창군 진부면 화의1길 14-9,(화의리),32,,B02,B0201,B02010700,2760309,32,20211021015636,http://tong.visitkorea.or.kr/cms/resource/28/2767328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2767328_image2_1.jpg,Type3,128.5571367696,37.5512658484,6,20230702112337,15,,송림펜션,25338
충청남도 태안군 안면읍 꽃지해안로 506-4,,34,,B02,B0201,B02010700,1276745,32,20110512235443,,,,126.3462766826,36.5054020026,6,20230912135615,14,041-673-3711,송우펜션,32166
강원특별자치도 속초시 설악산로 818,,32,,B02,B0201,B02010900,1135110,32,20101126225457,http://tong.visitkorea.or.kr/cms/resource/61/1149361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1149361_image3_1.jpg,Type3,128.5182324854,38.1683935350,6,20230921150728,5,033-636-7029,송월파크,24903
전라남도 영광군 낙월면 송이길 47-10,,38,,B02,B0201,B02010700,2569162,32,20181123192717,http://tong.visitkorea.or.kr/cms/resource/07/2567007_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2567007_image2_1.JPG,Type3,126.1503058297,35.2764029976,,20221226132242,16,010-4620-0086,송이도생태체험장(펜션)(송이도친환경가족펜션),57068
강원특별자치도 양양군 강현면 일출로 34,,32,,B02,B0201,B02010900,621231,32,20080909184834,http://tong.visitkorea.or.kr/cms/resource/66/597066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/597066_image3_1.jpg,Type3,128.6309682982,38.1169267103,6,20230702182020,7,033-671-4488,송이모텔,25009
경상북도 청송군 파천면 송소고택길 15-1,(파천면),35,,B02,B0201,B02011600,1992543,32,20150321001822,http://tong.visitkorea.or.kr/cms/resource/92/3036992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3036992_image3_1.jpg,Type1,129.0262446486,36.4359304808,6,20231130100233,21,010-8746-6690,송정고택[한국관광 품질인증/Korea Quality],37420
부산광역시 해운대구 송정해변로 28,,6,,B02,B0201,B02010100,143163,32,20070418090000,,,,129.2030396910,35.1811060124,6,20230821160025,16,051-702-7766,송정호텔,48072
경기도 평택시 관광특구로 24,,31,,B02,B0201,B02010100,2875471,32,20221026102400,http://tong.visitkorea.or.kr/cms/resource/43/2875443_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2875443_image3_1.jpg,Type3,127.0613525000,37.0667580801,6,20221124171259,28,,송탄 메트로폴 관광호텔,17774
강원특별자치도 평창군 방림면 여우재길 307-2,(운교리),32,,B02,B0201,B02010700,2760706,32,20211021193110,http://tong.visitkorea.or.kr/cms/resource/89/2764689_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2764689_image2_1.jpg,Type3,128.3158565546,37.4308779409,,20231027104341,15,,수가솔방,25366
경기도 양주시 백석읍 권율로 883-1,,31,,B02,B0201,B02010700,902783,32,20091221235515,,,,126.9578558028,37.7771071495,6,20230610073641,18,031-871-3320,수경당펜션,11518
경상북도 안동시 풍천면 가일길 78,,35,,B02,B0201,B02011600,2569165,32,20181123193603,http://tong.visitkorea.or.kr/cms/resource/08/2567008_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2567008_image2_1.jpg,Type3,128.5263155432,36.5741025235,,20210106185738,11,,수곡고택,36760
전라북도 남원시 고샘길 105-6,(쌍교동),37,,B02,B0201,B02011600,2613382,32,20190727015041,,,,127.3819738984,35.4053397332,,20201219004737,4,"010-9526-9111, 010-3356-1533",수곡당,55775
경기도 양평군 단월면 윗고북길 59,,31,,B02,B0201,B02010700,2503316,32,20170818001257,http://tong.visitkorea.or.kr/cms/resource/00/2503300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2503300_image2_1.jpg,Type3,127.5817488984,37.5870906038,6,20230907102130,19,010-3753-2501,수다락펜션,12527
경기도 포천시 일동면 운악청계로1480번길 90-102,,31,,B02,B0201,B02010700,138040,32,20041230090000,http://tong.visitkorea.or.kr/cms/resource/29/1786929_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1786929_image3_1.jpg,Type3,127.3475044692,37.9366512016,6,20230912170149,29,031-535-8660,수림펜션,11119
경상북도 김천시 김천로 6,,35,,B02,B0201,B02010900,1874159,32,20131220010148,http://tong.visitkorea.or.kr/cms/resource/49/1874149_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/1874149_image2_1.JPG,Type3,128.1047545539,36.1243154677,6,20221229095502,6,054-430-4344,수모텔,39606
경상남도 거제시 남부면 거제남서로 750-1,,36,,B02,B0201,B02010700,137943,32,20030630090000,http://tong.visitkorea.or.kr/cms/resource/30/1981330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1981330_image3_1.jpg,Type3,128.5981271747,34.7092282659,6,20231102140126,1,055-632-5745,수미르펜션,53333
강원특별자치도 양양군 수산1길 45-5 수산모텔,,32,,B02,B0201,B02010900,2543891,32,20180424225032,http://tong.visitkorea.or.kr/cms/resource/38/2690838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2690838_image3_1.jpg,Type3,128.6718768743,38.0792457743,6,20230702185053,7,033-672-7848,수산모텔[한국관광 품질인증/Korea Quality],25042
경상남도 고성군 삼산면 자란만로 2128,,36,,B02,B0201,B02010700,2579802,32,20181218234835,,,,128.2361859070,34.9424818379,6,20220922165301,3,055-673-0666,수성그린비,52954
충청북도 충주시 수안보면 조산공원길 99,,33,,B02,B0201,B02010100,142981,32,20040503090000,http://tong.visitkorea.or.kr/cms/resource/86/2447286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2447286_image2_1.jpg,Type3,127.9940136219,36.8457170948,6,20230525181328,11,043-848-8833,수안보 조선 관광호텔,27497
충청북도 충주시 수안보면 주정산로 22,,33,,B02,B0201,B02010100,142840,32,20031223090000,http://tong.visitkorea.or.kr/cms/resource/98/3005898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3005898_image3_1.jpg,Type3,127.9884862852,36.8476028878,6,20230831135613,11,043-880-3716,수안보상록호텔,27497
충청북도 충주시 수안보면 탑골1길 36,,33,,B02,B0201,B02010100,142833,32,20031224090000,http://tong.visitkorea.or.kr/cms/resource/15/1338415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1338415_image3_1.jpg,Type3,127.9807981939,36.8437892949,6,20230130175347,11,043-846-2331,수안보파크호텔,27497
경기도 수원시 팔달구 행궁로 11,,31,,B02,B0201,B02010600,1898672,32,20140115224551,,,,127.0152423799,37.2810158083,6,20231115170819,13,031-254-5555,수원호스텔,16261
충청남도 태안군 남면 용궁길 93,,34,,B02,B0201,B02010700,1270115,32,20110504031037,,,,126.3045492823,36.6349558197,6,20231110151957,14,041-675-3801,수정펜션,32157
